X1 X2 Yi1 Yi2 Yi3
3.25095062366707 -0.24784618515823 1 0 0
0.113071626512282 -2.60777158651663 1 0 0
2.03450766913583 -2.13808978070148 1 0 0
-1.65952156233343 -1.75337387643004 1 0 0
3.14742158583871 0.41394032552569 1 0 0
-0.197229750725822 -2.23356829438989 1 0 0
-1.48575061048802 -2.64367428844337 1 0 0
1.31709128646567 -1.94646585230931 1 0 0
-0.922495600392662 -2.17047300086351 1 0 0
1.19989278508574 -2.10301743831903 1 0 0
2.31832473561103 -1.07642657387591 1 0 0
2.63667138063938 1.66827451368991 1 0 0
3.0110401798315 0.426620214935806 1 0 0
2.44533966100415 -1.54084283239546 1 0 0
2.25218252759075 -0.612767356854254 1 0 0
3.13924001440547 -0.608302293863946 1 0 0
-1.614837691752 -1.36331202810295 1 0 0
1.06761218610322 -2.19098818315902 1 0 0
2.99821762044247 0.398325870954239 1 0 0
3.03165243648419 -1.60470860139017 1 0 0
2.4000263089213 1.92622361849917 1 0 0
3.26239509558117 0.0206547838872188 1 0 0
3.13868015692016 0.30071682026221 1 0 0
2.89177086066875 0.0832762016320166 1 0 0
3.22798302934603 0.449945193257161 1 0 0
2.95353631003641 1.8791064299629 1 0 0
1.79537177449014 2.64969903817346 1 0 0
2.29054869597469 -0.930375606283123 1 0 0
0.66031079646727 -2.78162509441565 1 0 0
2.73453466107103 -1.13404675328076 1 0 0
2.94487294910965 1.37501024367816 1 0 0
1.94613968558129 -1.80759861149282 1 0 0
2.92912898600598 0.119938515663796 1 0 0
3.12966547729066 0.557001101605912 1 0 0
3.04329093199199 -0.822172614562343 1 0 0
-0.220920031878198 -2.41818807164632 1 0 0
2.73585436309191 2.05692582575 1 0 0
-0.365811808944801 -2.40665470843054 1 0 0
1.86051243838437 -1.77814440760652 1 0 0
2.32524713343036 -0.750441490370772 1 0 0
2.37054243676661 -2.20398266873688 1 0 0
2.5697600468344 -0.550906027377311 1 0 0
-0.837540418356355 -1.82305360260598 1 0 0
1.62971007604711 -1.91808727872114 1 0 0
1.44359969446604 2.93503010987609 1 0 0
-0.323504565170964 -2.11593902626814 1 0 0
-1.82638380091374 -1.49721087986021 1 0 0
1.78644063409594 -1.930097363807 1 0 0
0.949275463532198 3.17103129429392 1 0 0
2.94811362730408 0.175965700640209 1 0 0
1.56829176614984 -2.59806157531498 1 0 0
2.72569104794477 -0.818979003223318 1 0 0
2.79614447649336 2.65461858170897 1 0 0
0.385026311353641 -1.88282198060221 1 0 0
2.22144740635969 -1.26103052543248 1 0 0
-1.16561117941509 -2.52556290862029 1 0 0
-0.169270888162131 -2.6522452667772 1 0 0
3.35354275899393 0.568636753402973 1 0 0
2.44731595006861 -0.156716237601542 1 0 0
2.84136303682185 1.30879437875286 1 0 0
-1.2277274890525 -1.57166856265506 1 0 0
1.84347610975505 2.62322265618015 1 0 0
2.57855767386375 -1.2560476934864 1 0 0
0.360937060460482 -2.6806710867082 1 0 0
-0.884372297371745 -1.52932128645424 1 0 0
2.9147608491606 -0.972417753585445 1 0 0
2.59142725986478 -1.77319558000738 1 0 0
0.161074845522251 -2.5242939316772 1 0 0
-0.189309105651965 -3.26473485972784 1 0 0
1.4958760015406 -2.41599409203851 1 0 0
2.21769196884973 3.25117663795561 1 0 0
2.77713641045491 0.548969795980061 1 0 0
2.65635903964214 1.30669561886625 1 0 0
0.648825938473826 -2.59556128525326 1 0 0
1.39283657693587 -1.89404718026865 1 0 0
-0.0152958400483702 -1.96828452102165 1 0 0
1.53725044205616 -1.66025835188404 1 0 0
3.00798013620006 1.05466768956947 1 0 0
3.43609743857117 1.2960100060704 1 0 0
2.35590555557356 2.02743699655789 1 0 0
-1.53752317983136 -1.78635058432796 1 0 0
2.89495808272829 -0.549987971415983 1 0 0
-1.13230964179735 -1.67466854226858 1 0 0
2.97771061016145 0.235236352011604 1 0 0
2.80769460814014 -1.19144612073839 1 0 0
0.626061918006934 3.04838125242954 1 0 0
3.16122172036851 -0.707562779953515 1 0 0
0.392442435561428 3.36697822529048 1 0 0
3.10216536544889 0.627992361113129 1 0 0
0.455721614890791 -1.69503567422462 1 0 0
2.55312637643838 1.55300467484407 1 0 0
2.92071506376771 -0.447112011370664 1 0 0
3.30086328607325 0.671549037426218 1 0 0
-0.348448205478708 -2.48907099969348 1 0 0
1.49339738891321 -1.97107766082969 1 0 0
2.94032117273527 -0.120859922738774 1 0 0
1.95243587802462 -1.93984788842004 1 0 0
-1.07662420115359 -1.52582838351117 1 0 0
1.51449628159479 -1.49967953300153 1 0 0
2.56913840461779 2.0195171345378 1 0 0
0.835737001134127 -2.59196552468057 1 0 0
-1.43118090686604 -2.09570984197184 1 0 0
-0.125900706274678 -2.74626310252212 1 0 0
2.22214165554094 -1.45260549035844 1 0 0
2.92340186259982 -1.8825409653062 1 0 0
2.0790606067693 2.54658684784439 1 0 0
2.96602655076803 -0.145147725885244 1 0 0
2.22238166295797 -1.20241857562919 1 0 0
2.70287508751473 -0.591394370807287 1 0 0
0.594147992540423 -1.97571068400817 1 0 0
2.85506078359584 -0.344401534021818 1 0 0
1.44785681354182 -2.91841717261555 1 0 0
1.80301700708745 -2.26651728687323 1 0 0
2.61403823312342 -0.401690205324881 1 0 0
2.88099500842355 -0.0336900847597163 1 0 0
2.75380433521945 1.2091464832557 1 0 0
0.712765810670873 3.37832130056309 1 0 0
1.23758802891026 -2.30106687751738 1 0 0
-1.58058298520471 -1.61234385934419 1 0 0
3.05711008401239 -0.0487259546549328 1 0 0
1.13501406388679 2.06912944536127 0 1 0
-0.717427910205664 3.13966112389757 0 1 0
0.30713849040088 1.96342700102125 0 1 0
1.39045783508249 2.3415754781971 0 1 0
-2.64671897467186 0.946240314316735 0 1 0
-0.505809172491952 2.52587394707595 0 1 0
0.667657759837647 2.24302017006478 0 1 0
-3.07619729165774 0.303693935330511 0 1 0
0.81652269833872 2.77406901061217 0 1 0
-3.32972430237915 -2.03524514689921 0 1 0
-1.33911463655095 2.0993818235698 0 1 0
-2.22680961906919 -2.27343288921326 0 1 0
-0.927134228670797 2.54715397328719 0 1 0
-2.4682477826132 -1.80479194588843 0 1 0
-2.73385626456769 0.759363732944342 0 1 0
-0.694536366466395 2.31870736343916 0 1 0
-0.459089464673569 -3.45368912676495 0 1 0
-2.67754168957045 0.443740693616658 0 1 0
-0.989130841366078 2.66969696839303 0 1 0
-0.45169160190418 -3.64290749725916 0 1 0
-0.982876248625372 2.65990244960454 0 1 0
1.30909492103131 2.27319904423603 0 1 0
-3.20855202780196 -0.522703235463235 0 1 0
0.126864834001084 2.49251550268126 0 1 0
-0.238015007986288 -2.69051492238368 0 1 0
-2.45888258506452 -1.49550898261417 0 1 0
1.44255406030241 2.29663382378835 0 1 0
-2.73194614344553 -1.7409331377255 0 1 0
-2.49373983252069 -0.326301028452167 0 1 0
1.2650190931246 1.70938376254912 0 1 0
-2.40087891690761 -2.80382564522355 0 1 0
-3.02960797289347 0.130773023461112 0 1 0
-0.609349299341927 2.27999548101482 0 1 0
-2.41727595140442 -1.91996054268953 0 1 0
-2.93073939907452 0.584757741002206 0 1 0
-3.24865417100931 -1.73991437370019 0 1 0
0.838276360662237 2.15587289944233 0 1 0
0.190655713659235 2.92869234010094 0 1 0
-0.988055061378434 2.16899733600838 0 1 0
1.2383325738856 1.93379759564162 0 1 0
-1.81089584947097 -2.69291235607727 0 1 0
-0.872067831015935 -3.08517293261318 0 1 0
-2.72243689283411 -0.24758626724172 0 1 0
-1.71242837684463 2.12281749587105 0 1 0
-2.46822187090334 -2.42107968283717 0 1 0
-2.86761816157578 -1.37392844004799 0 1 0
-2.94023604882934 -0.758234548129792 0 1 0
0.408535992429366 -3.68227892242936 0 1 0
-0.339997227213856 -3.75822894902023 0 1 0
-0.393549662571506 2.50952890517494 0 1 0
-1.56906265839698 1.43872721060408 0 1 0
1.2024658294537 1.87168869394519 0 1 0
-3.03003582558721 1.76474449632955 0 1 0
-0.615660504837016 -2.78893798025549 0 1 0
-2.41991799349785 -0.275553450562745 0 1 0
-1.29836392267222 2.65816691454015 0 1 0
1.70688202310602 1.80692169795665 0 1 0
-0.745633305486985 -3.00780773570756 0 1 0
1.03434186826419 1.91233044378017 0 1 0
-2.36190287903515 0.194624577008554 0 1 0
1.12690997903279 2.08507819316287 0 1 0
-1.07102493486604 2.87220666004121 0 1 0
-1.69807101744555 2.15671338494568 0 1 0
0.87652403719334 2.09244851812916 0 1 0
-1.37702208842529 -3.27755318581611 0 1 0
-2.54780400053119 -1.08232243069063 0 1 0
-2.85634620252084 1.14347362177077 0 1 0
-1.52204077413925 -2.55330790603452 0 1 0
-2.23555017190964 1.4925652386499 0 1 0
-2.89751870845681 1.0606782238673 0 1 0
0.935881337288222 1.45120194185375 0 1 0
-2.53714698721912 0.886360290603788 0 1 0
-2.77508636497545 0.553198938319199 0 1 0
-1.66677028864107 2.41658082130648 0 1 0
-1.02245521155219 2.72697489715795 0 1 0
-3.4957588246862 -0.694673452122426 0 1 0
-2.18869868480856 1.5631189445333 0 1 0
-1.1720663830977 2.26031781279005 0 1 0
0.947925963637081 1.79883731482399 0 1 0
-1.16334269820735 2.43159702361953 0 1 0
1.44702502681108 1.6348860773809 0 1 0
-2.23416844903545 -1.48755553309734 0 1 0
1.0502225297728 2.34579967263112 0 1 0
-2.79971910361752 -1.5335734654143 0 1 0
-0.450582354560936 2.57993276775168 0 1 0
-1.43364351105077 2.52339403773331 0 1 0
0.322084053548421 -3.23342941335817 0 1 0
-0.634702065055716 2.37807356195097 0 1 0
-1.49886502246114 -3.41694246267033 0 1 0
0.926392857882898 1.83832469740983 0 1 0
-2.24575797861721 1.33835229428388 0 1 0
-0.645678743866763 2.3722140827569 0 1 0
-1.753435496334 -3.09197576017989 0 1 0
-3.38764310036349 -0.725050265679131 0 1 0
-0.314265292547151 -3.304080531321 0 1 0
-0.126706077662636 -3.43307718725902 0 1 0
-3.74182314633181 0.121554811179944 0 1 0
-3.1483484521223 0.881095672020104 0 1 0
-2.71458639586775 -2.33108684412782 0 1 0
-0.634273019763035 1.93065418593091 0 1 0
-2.4604698231161 1.75646047942444 0 1 0
-2.09886294720437 1.81373669840986 0 1 0
-1.87158033595759 -2.49771815135927 0 1 0
-2.43253260760366 -2.64311096074642 0 1 0
0.756271662793839 2.02035797071382 0 1 0
-2.85583214517007 1.05797999284557 0 1 0
-0.772525860948872 2.41165496055144 0 1 0
0.143356799398588 2.37715738225027 0 1 0
-0.809697995645092 2.21123682429127 0 1 0
-2.18449165934419 0.562413967923843 0 1 0
-0.186184047824429 -3.26691948197364 0 1 0
0.557734091827002 1.69112281822886 0 1 0
-3.30203617196719 0.637734280133721 0 1 0
-0.927357569739772 -3.52647580071612 0 1 0
-2.31380966907956 0.685085651943054 0 1 0
-2.56053322316972 1.46574101608237 0 1 0
0.223467831731859 -4.09868746401177 0 1 0
1.20477172481592 1.80766344210718 0 1 0
-2.68010898814707 -1.29829697227601 0 1 0
-2.81509760183883 -0.140974384334755 0 1 0
2.01193128067782 0.109297550689474 0 0 1
-1.99757413350665 0.981958221121046 0 0 1
0.0235412849716137 0.173844679253407 0 0 1
1.58120967740699 0.719598147333568 0 0 1
-0.159588820713641 1.52945668493404 0 0 1
-0.51630706831688 1.22561437033943 0 0 1
-0.657309101670572 -0.352605589178813 0 0 1
0.837161648255925 -0.323592299728267 0 0 1
0.661546445262141 -0.420977457479102 0 0 1
-0.678994968707934 -0.608121082385929 0 0 1
-1.07845320994115 -0.536258568846838 0 0 1
0.842718025646169 -0.338103519135495 0 0 1
-0.309340541449132 -0.415912507617153 0 0 1
0.00245134041875635 0.704215692301637 0 0 1
0.706757143266577 0.610182538994366 0 0 1
0.0276621514743409 -0.388399682778444 0 0 1
-0.443060688484141 1.1562052851728 0 0 1
-0.47453215053476 -0.993443501750655 0 0 1
0.742420122088653 0.407526424922781 0 0 1
-1.22612497108417 1.09530794506706 0 0 1
-0.151370487734714 2.76908607710615 0 0 1
1.24282888646899 0.738539726670148 0 0 1
0.695987089547993 -0.582798608470211 0 0 1
0.205414526501743 0.0815939784427376 0 0 1
-1.11530613347868 0.317900949579043 0 0 1
-0.487045687682936 0.415535016093598 0 0 1
0.145952965979296 1.49053073907915 0 0 1
0.197715906998231 -0.301365980625029 0 0 1
0.776306917508553 1.16663436990155 0 0 1
-0.733326182440446 1.04949997628313 0 0 1
-1.16572454681952 -0.657746410465275 0 0 1
-0.0627647282781553 -0.52339285035633 0 0 1
0.13663492055198 -1.11254803610027 0 0 1
0.404332875683052 0.445930039911547 0 0 1
-0.337110298507307 0.938147551103375 0 0 1
1.33471080530775 -0.547619344214481 0 0 1
0.538814314833387 1.13504919549707 0 0 1
0.260599648771134 1.17900200836529 0 0 1
-0.360992152662801 0.0924896054070551 0 0 1
-0.14733145863305 -0.836867891206895 0 0 1
0.0740636088504358 1.21751909161957 0 0 1
0.0339298259493542 1.04313531010843 0 0 1
-0.397375253395235 0.541869774534678 0 0 1
-0.333544340697608 0.0611157105098357 0 0 1
-1.80665566780943 0.689256686168704 0 0 1
0.265125041134823 0.697977546740966 0 0 1
1.21079265341961 -0.794345782616241 0 0 1
1.1719207889068 0.0916643325427163 0 0 1
-0.852484128216281 0.811570185114745 0 0 1
-0.26075235834293 0.0694760571647282 0 0 1
1.07923543905862 -1.79064756722815 0 0 1
-0.429808546054877 2.26461612748221 0 0 1
-0.368508780346848 0.48175870513535 0 0 1
0.342327630808515 1.91397636888523 0 0 1
-0.0815508548483534 0.275316896367943 0 0 1
0.660087067417539 0.408213276764969 0 0 1
0.742800298531866 1.24489396495652 0 0 1
0.6812909519458 -1.05382856591199 0 0 1
0.507062527951652 0.150504552546961 0 0 1
1.4296610256014 -0.394806649679255 0 0 1
-2.05181628605111 -0.94849998340053 0 0 1
0.913522235479099 -0.931376918660129 0 0 1
0.653366614077649 -1.6621957996621 0 0 1
0.179651390879261 -1.80997723049449 0 0 1
0.837950259982335 -1.05793032393337 0 0 1
2.10028531107813 0.291960608797105 0 0 1
-1.19904043457344 -0.538464734585469 0 0 1
-0.952088539524853 -0.566596357447354 0 0 1
-0.156472322080333 -2.77330931301029 0 0 1
0.985157255768239 0.251017916262653 0 0 1
-0.923463461123946 -0.542335243054906 0 0 1
-2.15745012454827 0.253698813898048 0 0 1
-1.42056248958032 1.57411039222625 0 0 1
-1.00226362919865 0.573678755899949 0 0 1
-1.16548116418239 0.317144392043147 0 0 1
-0.142473365669408 -0.918521230219881 0 0 1
0.285205943490498 0.593993891693393 0 0 1
0.122444285903949 -1.02584723248819 0 0 1
-0.598996854571567 -0.516020566563767 0 0 1
-1.11458529055664 -0.792382589338884 0 0 1
-0.403083153236508 1.52284085790428 0 0 1
1.95840846204797 0.22139423129468 0 0 1
1.12184205088957 2.11320220698707 0 0 1
-0.133146980278 -0.463158956345429 0 0 1
1.21277083276249 -1.13892515268199 0 0 1
-1.36007317761525 0.234209485066367 0 0 1
0.0389551617106391 0.754778103492255 0 0 1
0.710733655750197 0.180911287883227 0 0 1
0.829070535737191 0.398922584615751 0 0 1
-0.609061895715835 0.382412575592381 0 0 1
0.518122771086818 1.24218835358214 0 0 1
0.976568786466067 -0.15205226427237 0 0 1
-1.24015527406304 1.60821229544693 0 0 1
0.366335953912127 0.101102904817955 0 0 1
-0.0635128782519501 1.5125361207001 0 0 1
0.302925777221901 1.8777929638734 0 0 1
1.28969421736363 0.935520189535308 0 0 1
-0.872428354280511 1.40084810778486 0 0 1
0.100448270151715 0.0226092493606621 0 0 1
-2.37342531095916 -0.318853566695774 0 0 1
1.33279118914821 -0.0309617890664927 0 0 1
-0.717319696517327 0.605597850735065 0 0 1
1.71307103940513 0.714642598477119 0 0 1
-2.37179930778061 0.236025555852061 0 0 1
-1.88171427243614 0.0640220607587907 0 0 1
-0.461310880034342 -1.19793456769447 0 0 1
0.0410408854264901 0.887443276999023 0 0 1
0.941021132444805 -0.0481830242486619 0 0 1
-0.167446002993414 -0.259445686727872 0 0 1
-0.125970230548126 -1.02693598262754 0 0 1
-0.466923295838995 0.0208693033577827 0 0 1
-0.220507386069567 1.45022791407625 0 0 1
1.34578960263538 -0.319942952714293 0 0 1
0.461215576627719 0.533599573214423 0 0 1
0.0529702761030124 0.0385427243648963 0 0 1
-0.0611692663998904 0.404119568223282 0 0 1
-0.361666324406215 0.0393424601618679 0 0 1
-1.77932134866816 -0.477020396139557 0 0 1
0.225707739211945 -0.7177474631141 0 0 1
0.26171101029427 1.38545364905818 0 0 1
